0.000000 0.000000 10.000000 
0.000000 0.100000 -10.000000 
0.000000 0.200000 -10.000000 
0.000000 0.300000 -10.000000 
0.000000 0.400000 -10.000000 
0.000000 0.500000 -10.000000 
0.000000 0.600000 -10.000000 
0.000000 0.700000 -10.000000 
0.000000 0.800000 -10.000000 
0.000000 0.900000 -10.000000 
0.000000 1.000000 -10.000000 
0.000000 1.100000 -10.000000 
0.000000 1.200000 -10.000000 
0.000000 1.300000 -10.000000 
0.000000 1.400000 -10.000000 
0.000000 1.500000 -10.000000 
0.000000 1.600000 -10.000000 
0.000000 1.700000 -10.000000 
0.000000 1.800000 -10.000000 
0.000000 1.900000 -10.000000 
0.000000 2.000000 -10.000000 
0.000000 2.100000 -10.000000 
0.000000 2.200000 -10.000000 
0.000000 2.300000 -10.000000 
0.000000 2.400000 -10.000000 
0.000000 2.500000 -10.000000 
0.000000 2.600000 -10.000000 
0.000000 2.700000 -10.000000 
0.000000 2.800000 -10.000000 
0.000000 2.900000 -10.000000 
0.000000 3.000000 -10.000000 
0.000000 3.100000 -10.000000 
0.000000 3.200000 -10.000000 
0.000000 3.300000 -10.000000 
0.000000 3.400000 -10.000000 
0.000000 3.500000 -10.000000 
0.000000 3.600000 -10.000000 
0.000000 3.700000 -10.000000 
0.000000 3.800000 -10.000000 
0.000000 3.900000 -10.000000 
0.000000 4.000000 -10.000000 
0.000000 4.100000 -10.000000 
0.000000 4.200000 -10.000000 
0.000000 4.300000 -10.000000 
0.000000 4.400000 -10.000000 
0.000000 4.500000 -10.000000 
0.000000 4.600000 -10.000000 
0.000000 4.700000 -10.000000 
0.000000 4.800000 -10.000000 
0.000000 4.900000 -10.000000 
0.000000 5.000000 10.000000 

0.100000 0.000000 10.000000 
0.100000 0.100000 2.178656 
0.100000 0.200000 -0.739549 
0.100000 0.300000 -2.186878 
0.100000 0.400000 -3.074985 
0.100000 0.500000 -3.699122 
0.100000 0.600000 -4.175971 
0.100000 0.700000 -4.560155 
0.100000 0.800000 -4.880779 
0.100000 0.900000 -5.154905 
0.100000 1.000000 -5.393265 
0.100000 1.100000 -5.602986 
0.100000 1.200000 -5.789005 
0.100000 1.300000 -5.954859 
0.100000 1.400000 -6.103157 
0.100000 1.500000 -6.235869 
0.100000 1.600000 -6.354513 
0.100000 1.700000 -6.460280 
0.100000 1.800000 -6.554115 
0.100000 1.900000 -6.636780 
0.100000 2.000000 -6.708897 
0.100000 2.100000 -6.770972 
0.100000 2.200000 -6.823420 
0.100000 2.300000 -6.866582 
0.100000 2.400000 -6.900730 
0.100000 2.500000 -6.926081 
0.100000 2.600000 -6.942795 
0.100000 2.700000 -6.950978 
0.100000 2.800000 -6.950682 
0.100000 2.900000 -6.941900 
0.100000 3.000000 -6.924556 
0.100000 3.100000 -6.898499 
0.100000 3.200000 -6.863481 
0.100000 3.300000 -6.819138 
0.100000 3.400000 -6.764958 
0.100000 3.500000 -6.700237 
0.100000 3.600000 -6.624010 
0.100000 3.700000 -6.534968 
